episode,steps,total_reward,avg_reward,actor_loss,critic_loss,entropy,clip_fraction,r_detection,r_false_positive,r_throughput,r_latency,r_stability,action_allow_pct,action_block_pct,action_reroute_pct,action_rate_limit_pct,avg_rate_limit,avg_reroute_weight,avg_priority,total_timesteps,wall_time_s
374,200,69.797177,0.348986,4.832509,11.176917,10.256816,0.930176,0.5747,-0.0073,0.5365,0.5664,-0.162,19.0,49.0,26.0,6.0,0.522,0.5645,0.0807,74800,27.59
375,200,60.089347,0.300447,4.832509,11.176917,10.256816,0.930176,0.452,-0.0109,0.5439,0.5549,-0.147,26.5,37.0,31.0,5.5,0.3964,0.5399,0.2489,75000,26.83
376,200,66.127083,0.330635,4.832509,11.176917,10.256816,0.930176,0.4957,-0.0107,0.5933,0.6132,-0.153,23.5,43.0,31.0,2.5,0.4404,0.5679,-0.0116,75200,26.95
377,200,67.975574,0.339878,4.832509,11.176917,10.256816,0.930176,0.4767,-0.0144,0.6798,0.6694,-0.161,19.5,41.0,36.0,3.5,0.4276,0.6248,0.0925,75400,27.39
378,200,62.34766,0.311738,4.832509,11.176917,10.256816,0.930176,0.4959,-0.0102,0.5151,0.5355,-0.149,25.5,43.0,29.0,2.5,0.4409,0.5594,0.0627,75600,26.47
379,200,73.951399,0.369757,11.4663,11.70415,10.256816,0.938965,0.5977,-0.0063,0.5926,0.5977,-0.164,18.0,46.0,31.5,4.5,0.4882,0.587,0.0823,75800,55.79
380,200,65.264675,0.326323,11.4663,11.70415,10.256816,0.938965,0.524,-0.0047,0.519,0.5465,-0.146,27.0,39.0,31.0,3.0,0.4111,0.5559,0.0988,76000,29.09
381,200,63.818478,0.319092,11.4663,11.70415,10.256816,0.938965,0.4672,-0.0118,0.6021,0.5966,-0.148,26.0,44.5,25.0,4.5,0.4682,0.5232,0.0791,76200,30.53
382,200,65.457947,0.32729,11.4663,11.70415,10.256816,0.938965,0.5793,-0.006,0.4457,0.4691,-0.167,16.5,42.0,36.5,5.0,0.4488,0.6367,-0.0444,76400,29.66
383,200,63.612363,0.318062,11.4663,11.70415,10.256816,0.938965,0.5526,-0.0068,0.4504,0.4657,-0.154,23.0,39.0,34.0,4.0,0.4123,0.5984,0.0333,76600,30.73
384,200,67.395104,0.336976,11.4663,11.70415,10.256816,0.938965,0.4884,-0.0131,0.6416,0.6465,-0.16,20.0,43.5,31.5,5.0,0.4582,0.5505,0.0562,76800,30.52
385,200,61.28478,0.306424,11.4663,11.70415,10.256816,0.938965,0.5133,-0.0072,0.4668,0.4866,-0.158,21.0,44.0,31.0,4.0,0.4618,0.5799,0.0547,77000,29.99
386,200,66.700048,0.3335,11.4663,11.70415,10.256816,0.938965,0.4722,-0.0105,0.6445,0.6566,-0.151,24.5,46.5,26.5,2.5,0.4768,0.5137,0.301,77200,29.57
387,200,57.21006,0.28605,11.4663,11.70415,10.256816,0.938965,0.5107,-0.006,0.3865,0.4068,-0.154,23.0,36.5,36.5,4.0,0.3799,0.5664,0.158,77400,31.11
388,200,61.925243,0.309626,11.4663,11.70415,10.256816,0.938965,0.4853,-0.0094,0.5211,0.542,-0.145,27.5,42.5,26.0,4.0,0.4452,0.4878,0.1693,77600,31.07
389,200,62.314955,0.311575,11.4663,11.70415,10.256816,0.938965,0.5599,-0.0062,0.4173,0.4275,-0.162,19.0,38.0,38.0,5.0,0.4048,0.6277,0.1619,77800,29.73
390,200,57.669317,0.288347,3.700278,12.278559,10.256816,0.931641,0.469,-0.0092,0.461,0.4909,-0.152,24.0,43.5,29.0,3.5,0.4522,0.5689,-0.017,78000,65.28
391,200,66.450205,0.332251,3.700278,12.278559,10.256816,0.931641,0.5638,-0.0067,0.5016,0.4916,-0.16,20.0,50.0,26.0,4.0,0.5154,0.5421,0.1297,78200,31.18
392,200,63.923291,0.319616,3.700278,12.278559,10.256816,0.931641,0.5201,-0.0088,0.5189,0.5167,-0.157,21.5,44.5,30.5,3.5,0.4595,0.618,0.0548,78400,30.25
393,200,61.759196,0.308796,3.700278,12.278559,10.256816,0.931641,0.4608,-0.0101,0.5729,0.5597,-0.149,25.5,41.0,29.0,4.5,0.4327,0.5338,0.1499,78600,30.06
394,200,63.862917,0.319315,3.700278,12.278559,10.256816,0.931641,0.5247,-0.0093,0.4983,0.5253,-0.155,22.5,43.5,30.0,4.0,0.4535,0.5472,0.1323,78800,30.92
395,200,62.176147,0.310881,3.700278,12.278559,10.256816,0.931641,0.5082,-0.0054,0.4881,0.4977,-0.14,30.0,37.5,29.0,3.5,0.3935,0.5134,0.1795,79000,30.61
396,200,59.689157,0.298446,3.700278,12.278559,10.256816,0.931641,0.4785,-0.0113,0.4881,0.5185,-0.152,24.0,46.5,24.0,5.5,0.4941,0.5296,-0.0093,79200,29.58
397,200,66.924753,0.334624,3.700278,12.278559,10.256816,0.931641,0.5546,-0.0065,0.511,0.5346,-0.157,21.5,49.0,26.0,3.5,0.5072,0.5568,-0.0151,79400,31.87
398,200,60.228975,0.301145,3.700278,12.278559,10.256816,0.931641,0.4261,-0.0106,0.5786,0.6059,-0.14,30.0,40.0,25.5,4.5,0.4176,0.561,0.1065,79600,30.94
399,200,62.429564,0.312148,3.700278,12.278559,10.256816,0.931641,0.4789,-0.0086,0.5529,0.5509,-0.153,23.5,42.0,30.5,4.0,0.44,0.5168,-0.0167,79800,29.17
400,200,65.20705,0.326035,11.265691,9.042328,10.256816,0.929199,0.4269,-0.013,0.6947,0.6904,-0.147,26.5,44.0,24.0,5.5,0.464,0.5233,0.0994,80000,67.39
401,200,61.499618,0.307498,11.265691,9.042328,10.256816,0.929199,0.4963,-0.0044,0.4907,0.507,-0.142,29.0,35.0,31.0,5.0,0.3732,0.5364,0.1778,80200,31.1
402,200,62.499759,0.312499,11.265691,9.042328,10.256816,0.929199,0.4292,-0.0103,0.6386,0.6251,-0.149,25.5,37.5,31.0,6.0,0.4023,0.5442,0.1215,80400,29.37
403,200,58.267061,0.291335,11.265691,9.042328,10.256816,0.929199,0.4064,-0.0116,0.5763,0.5944,-0.142,29.0,42.0,26.5,2.5,0.433,0.4927,0.0326,80600,30.03
404,200,62.170005,0.31085,11.265691,9.042328,10.256816,0.929199,0.4961,-0.0106,0.5193,0.5317,-0.16,20.0,42.5,34.5,3.0,0.4442,0.6125,0.1081,80800,31.61
405,200,60.770545,0.303853,11.265691,9.042328,10.256816,0.929199,0.463,-0.0123,0.5495,0.5543,-0.161,19.5,46.0,32.0,2.5,0.4797,0.5394,0.0524,81000,30.81
406,200,69.014353,0.345072,11.265691,9.042328,10.256816,0.929199,0.5621,-0.0082,0.554,0.5519,-0.16,20.0,49.5,27.5,3.0,0.508,0.5757,0.0881,81200,30.37
407,200,62.062512,0.310313,11.265691,9.042328,10.256816,0.929199,0.4226,-0.01,0.6247,0.6507,-0.15,25.0,34.0,36.5,4.5,0.3637,0.5498,0.2117,81400,30.75
408,200,59.932175,0.299661,11.265691,9.042328,10.256816,0.929199,0.4305,-0.0112,0.5795,0.5751,-0.142,29.0,38.5,26.0,6.5,0.4191,0.5155,0.1253,81600,30.98
409,200,67.009371,0.335047,11.265691,9.042328,10.256816,0.929199,0.5925,-0.0058,0.4577,0.4685,-0.16,20.0,44.5,30.5,5.0,0.4629,0.5576,0.1769,81800,30.52
410,200,64.795714,0.323979,4.128314,9.073852,10.256816,0.932129,0.5277,-0.0083,0.5179,0.5199,-0.147,26.5,48.0,22.5,3.0,0.4947,0.4999,-0.0046,82000,63.36
411,200,61.137073,0.305685,4.128314,9.073852,10.256816,0.932129,0.4293,-0.0112,0.6018,0.611,-0.146,27.0,40.0,30.0,3.0,0.4173,0.5583,0.1145,82200,30.89
412,200,64.081172,0.320406,4.128314,9.073852,10.256816,0.932129,0.5161,-0.0094,0.5268,0.5269,-0.154,23.0,43.5,30.5,3.0,0.4452,0.5305,0.1392,82400,30.41
413,200,65.354708,0.326774,4.128314,9.073852,10.256816,0.932129,0.4546,-0.0124,0.6578,0.6517,-0.158,21.0,43.5,30.5,5.0,0.4563,0.5483,0.0892,82600,30.05
414,200,61.142044,0.30571,4.128314,9.073852,10.256816,0.932129,0.4241,-0.01,0.6119,0.6159,-0.148,26.0,40.0,31.0,3.0,0.421,0.5104,0.0359,82800,30.02
415,200,64.613584,0.323068,4.128314,9.073852,10.256816,0.932129,0.4617,-0.0097,0.6256,0.6177,-0.148,26.0,43.5,26.5,4.0,0.4517,0.5647,0.1682,83000,29.97
416,200,60.523838,0.302619,4.128314,9.073852,10.256816,0.932129,0.4377,-0.0116,0.5794,0.5852,-0.15,25.0,43.0,28.0,4.0,0.4524,0.5606,0.0269,83200,30.42
417,200,65.434962,0.327175,4.128314,9.073852,10.256816,0.932129,0.5207,-0.0106,0.5532,0.5477,-0.162,19.0,47.5,29.5,4.0,0.491,0.5392,0.1161,83400,30.15
418,200,63.827332,0.319137,4.128314,9.073852,10.256816,0.932129,0.504,-0.0063,0.5265,0.5483,-0.147,26.5,39.5,29.5,4.5,0.423,0.5471,0.1615,83600,31.17
419,200,62.083181,0.310416,4.128314,9.073852,10.256816,0.932129,0.4938,-0.007,0.5196,0.5169,-0.15,25.0,39.0,31.0,5.0,0.4152,0.5572,0.0848,83800,30.53
420,200,62.941784,0.314709,16.187459,9.923075,10.256816,0.932129,0.4704,-0.0099,0.5707,0.5832,-0.149,25.5,44.0,25.0,5.5,0.4659,0.5134,0.0273,84000,64.02
421,200,70.342136,0.351711,16.187459,9.923075,10.256816,0.932129,0.5897,-0.0066,0.5325,0.5337,-0.158,21.0,48.5,27.0,3.5,0.497,0.4816,0.1134,84200,30.73
422,200,66.999675,0.334998,16.187459,9.923075,10.256816,0.932129,0.5227,-0.0068,0.5637,0.5787,-0.148,26.0,43.0,27.5,3.5,0.4488,0.5348,-0.0028,84400,30.57
423,200,60.971283,0.304856,16.187459,9.923075,10.256816,0.932129,0.4725,-0.0085,0.5263,0.5344,-0.144,28.0,45.5,25.0,1.5,0.4653,0.4715,0.1882,84600,29.49
424,200,65.052324,0.325262,16.187459,9.923075,10.256816,0.932129,0.5411,-0.0071,0.5053,0.5049,-0.157,21.5,43.0,30.5,5.0,0.4554,0.5361,0.1689,84800,31.66
425,200,70.3316,0.351658,16.187459,9.923075,10.256816,0.932129,0.5333,-0.0116,0.6186,0.6456,-0.161,19.5,52.0,24.5,4.0,0.5344,0.5496,0.1072,85000,31.11
426,200,62.935199,0.314676,16.187459,9.923075,10.256816,0.932129,0.4752,-0.0092,0.5658,0.569,-0.149,25.5,41.0,28.5,5.0,0.4377,0.5113,0.1929,85200,31.35
427,200,63.096474,0.315482,16.187459,9.923075,10.256816,0.932129,0.4968,-0.0103,0.5329,0.5492,-0.155,22.5,39.5,33.0,5.0,0.4248,0.5715,-0.0327,85400,30.5
428,200,60.262048,0.30131,16.187459,9.923075,10.256816,0.932129,0.4765,-0.0109,0.522,0.5055,-0.154,23.0,43.0,30.5,3.5,0.4427,0.56,0.0696,85600,30.37
429,200,61.846759,0.309234,16.187459,9.923075,10.256816,0.932129,0.5013,-0.0088,0.4988,0.5139,-0.153,23.5,43.5,29.5,3.5,0.4501,0.5594,0.0298,85800,29.92
430,200,58.451651,0.292258,16.187459,9.923075,10.256816,0.932129,0.4759,-0.0097,0.4724,0.4785,-0.144,28.0,43.0,25.0,4.0,0.4437,0.4979,0.1349,86000,28.96
431,200,63.942547,0.319713,6.516505,11.1379,10.256816,0.933105,0.526,-0.0071,0.5033,0.5016,-0.146,27.0,45.0,24.5,3.5,0.4639,0.5015,0.0917,86200,62.86
432,200,61.443584,0.307218,6.516505,11.1379,10.256816,0.933105,0.5338,-0.0088,0.4416,0.4538,-0.157,21.5,45.0,29.5,4.0,0.467,0.5744,0.1715,86400,29.52
433,200,60.223702,0.301119,6.516505,11.1379,10.256816,0.933105,0.4732,-0.0108,0.5187,0.5153,-0.148,26.0,43.0,27.5,3.5,0.4501,0.5383,0.2118,86600,29.84
434,200,69.994088,0.34997,6.516505,11.1379,10.256816,0.933105,0.5268,-0.0073,0.6292,0.63,-0.163,18.5,40.5,37.5,3.5,0.4224,0.5864,0.1346,86800,29.29
435,200,64.386687,0.321933,6.516505,11.1379,10.256816,0.933105,0.5436,-0.0076,0.4862,0.4976,-0.163,18.5,41.0,34.5,6.0,0.4425,0.6175,0.1488,87000,31.38
436,200,65.041913,0.32521,6.516505,11.1379,10.256816,0.933105,0.5409,-0.0037,0.4976,0.4992,-0.148,26.0,39.0,30.5,4.5,0.4188,0.5639,0.0582,87200,30.56
437,200,61.727359,0.308637,6.516505,11.1379,10.256816,0.933105,0.4983,-0.0106,0.5071,0.506,-0.147,26.5,39.5,27.5,6.5,0.4248,0.5618,0.1429,87400,29.89
438,200,69.22692,0.346135,6.516505,11.1379,10.256816,0.933105,0.5206,-0.0048,0.6063,0.6233,-0.142,29.0,37.5,28.0,5.5,0.4029,0.4944,0.0589,87600,30.71
439,200,65.046719,0.325234,6.516505,11.1379,10.256816,0.933105,0.5545,-0.0059,0.4764,0.4806,-0.146,27.0,44.5,26.5,2.0,0.4597,0.4904,0.1251,87800,30.29
440,200,66.08433,0.330422,6.516505,11.1379,10.256816,0.933105,0.5149,-0.0103,0.5638,0.5817,-0.157,21.5,44.5,30.5,3.5,0.4633,0.5257,0.141,88000,30.3
441,200,59.177066,0.295885,3.327155,10.679095,10.256816,0.938477,0.4421,-0.0122,0.5462,0.5515,-0.15,25.0,42.0,31.0,2.0,0.4296,0.5509,0.1121,88200,66.59
442,200,64.783085,0.323915,3.327155,10.679095,10.256816,0.938477,0.4455,-0.0115,0.6597,0.6494,-0.153,23.5,36.0,33.5,7.0,0.3973,0.5833,0.1163,88400,30.74
443,200,64.856555,0.324283,3.327155,10.679095,10.256816,0.938477,0.4831,-0.0111,0.5944,0.5976,-0.151,24.5,40.5,32.0,3.0,0.4205,0.5817,-0.0497,88600,30.58
444,200,64.586899,0.322934,3.327155,10.679095,10.256816,0.938477,0.5051,-0.0066,0.5422,0.5679,-0.156,22.0,38.0,34.5,5.5,0.4147,0.5655,0.0856,88800,29.28
445,200,59.842344,0.299212,3.327155,10.679095,10.256816,0.938477,0.4216,-0.0109,0.5971,0.5894,-0.152,24.0,40.5,32.5,3.0,0.4231,0.5457,0.1695,89000,30.9
446,200,64.685449,0.323427,3.327155,10.679095,10.256816,0.938477,0.5461,-0.0069,0.4884,0.4967,-0.162,19.0,40.0,36.0,5.0,0.4257,0.6189,0.1589,89200,30.06
447,200,69.544658,0.347723,3.327155,10.679095,10.256816,0.938477,0.5859,-0.005,0.5174,0.5301,-0.16,20.0,50.5,26.0,3.5,0.522,0.576,0.0468,89400,30.31
448,200,57.730897,0.288654,3.327155,10.679095,10.256816,0.938477,0.3661,-0.0149,0.6439,0.6405,-0.147,26.5,37.0,31.0,5.5,0.3991,0.5608,0.2128,89600,30.84
449,200,60.191296,0.300956,3.327155,10.679095,10.256816,0.938477,0.4744,-0.0092,0.5096,0.5217,-0.151,24.5,41.5,27.0,7.0,0.4425,0.5266,0.0777,89800,30.13
450,200,62.902759,0.314514,3.327155,10.679095,10.256816,0.938477,0.5189,-0.0057,0.49,0.4996,-0.151,24.5,40.0,32.5,3.0,0.414,0.5459,0.0335,90000,30.8
451,200,65.826547,0.329133,3.66657,9.883134,10.256816,0.918457,0.5302,-0.0067,0.5349,0.5377,-0.153,23.5,43.0,27.5,6.0,0.4625,0.5145,0.1129,90200,63.06
452,200,63.338026,0.31669,3.66657,9.883134,10.256816,0.918457,0.4778,-0.0061,0.5616,0.5703,-0.142,29.0,38.0,28.5,4.5,0.4071,0.5155,0.0045,90400,31.55
453,200,65.766082,0.32883,3.66657,9.883134,10.256816,0.918457,0.5488,-0.0067,0.4915,0.5295,-0.157,21.5,43.0,33.0,2.5,0.443,0.5917,0.0029,90600,30.29
454,200,65.87384,0.329369,3.66657,9.883134,10.256816,0.918457,0.5002,-0.0106,0.5856,0.6031,-0.162,19.0,45.5,30.0,5.5,0.4763,0.6054,0.0395,90800,26.82
455,200,68.710584,0.343553,3.66657,9.883134,10.256816,0.918457,0.5296,-0.0064,0.5886,0.6023,-0.152,24.0,41.5,27.5,7.0,0.4473,0.5427,0.136,91000,28.71
456,200,55.128037,0.27564,3.66657,9.883134,10.256816,0.918457,0.397,-0.0098,0.5227,0.5519,-0.143,28.5,33.0,35.0,3.5,0.3476,0.5408,0.0187,91200,26.88
457,200,68.329328,0.341647,3.66657,9.883134,10.256816,0.918457,0.5613,-0.0064,0.5408,0.5359,-0.16,20.0,45.5,27.5,7.0,0.4926,0.5735,0.1586,91400,27.21
458,200,58.369935,0.29185,3.66657,9.883134,10.256816,0.918457,0.4979,-0.0097,0.442,0.4411,-0.153,23.5,45.5,27.0,4.0,0.4771,0.5679,0.141,91600,27.6
459,200,66.525801,0.332629,3.66657,9.883134,10.256816,0.918457,0.4805,-0.0102,0.6265,0.6419,-0.152,24.0,42.5,29.5,4.0,0.4474,0.5209,0.0569,91800,28.23
460,200,63.360658,0.316803,3.66657,9.883134,10.256816,0.918457,0.4107,-0.0161,0.6876,0.6963,-0.162,19.0,46.0,31.0,4.0,0.4817,0.5724,0.0929,92000,27.03
461,200,59.235554,0.296178,9.670533,12.334349,10.256816,0.936035,0.4662,-0.0107,0.5033,0.5127,-0.144,28.0,40.0,26.5,5.5,0.4197,0.5551,0.0522,92200,59.15
462,200,60.860253,0.304301,9.670533,12.334349,10.256816,0.936035,0.4892,-0.0079,0.4944,0.5154,-0.151,24.5,40.0,31.0,4.5,0.4204,0.5288,0.2161,92400,27.58
463,200,68.741053,0.343705,9.670533,12.334349,10.256816,0.936035,0.5275,-0.0086,0.6005,0.6057,-0.158,21.0,42.0,33.5,3.5,0.4343,0.5768,0.1158,92600,27.27
464,200,66.800294,0.334001,9.670533,12.334349,10.256816,0.936035,0.536,-0.0076,0.5413,0.5549,-0.152,24.0,43.5,27.0,5.5,0.4656,0.5322,0.1115,92800,26.96
465,200,55.535499,0.277677,9.670533,12.334349,10.256816,0.936035,0.4425,-0.0088,0.4615,0.4753,-0.139,30.5,35.0,31.0,3.5,0.3739,0.547,0.1584,93000,27.63
466,200,60.480093,0.3024,9.670533,12.334349,10.256816,0.936035,0.5452,-0.0057,0.4039,0.4035,-0.152,24.0,45.5,26.0,4.5,0.4794,0.5463,0.1544,93200,27.16
467,200,67.41233,0.337062,9.670533,12.334349,10.256816,0.936035,0.5165,-0.0076,0.5919,0.5827,-0.147,26.5,44.0,25.0,4.5,0.4651,0.5449,0.1014,93400,27.53
468,200,65.211793,0.326059,9.670533,12.334349,10.256816,0.936035,0.5402,-0.0068,0.5075,0.5067,-0.151,24.5,41.5,27.5,6.5,0.4491,0.5457,0.1266,93600,27.07
469,200,64.098254,0.320491,9.670533,12.334349,10.256816,0.936035,0.5173,-0.0101,0.5173,0.5377,-0.153,23.5,39.0,32.5,5.0,0.4182,0.599,-0.0015,93800,28.04
470,200,58.821542,0.294108,9.670533,12.334349,10.256816,0.936035,0.491,-0.0096,0.4601,0.4638,-0.153,23.5,45.0,28.0,3.5,0.4657,0.5767,0.1416,94000,27.35
471,200,68.33344,0.341667,9.670533,12.334349,10.256816,0.936035,0.4853,-0.0097,0.6531,0.6718,-0.152,24.0,41.5,30.0,4.5,0.4317,0.523,0.2304,94200,26.56
472,200,57.276869,0.286384,5.814181,9.633302,10.256816,0.937012,0.4786,-0.0106,0.4426,0.4618,-0.15,25.0,46.0,26.0,3.0,0.4722,0.5059,0.0707,94400,63.45
473,200,66.884419,0.334422,5.814181,9.633302,10.256816,0.937012,0.5254,-0.0051,0.5563,0.57,-0.149,25.5,39.0,31.5,4.0,0.4082,0.559,0.0891,94600,29.61
474,200,62.613197,0.313066,5.814181,9.633302,10.256816,0.937012,0.4971,-0.0142,0.529,0.5445,-0.16,20.0,46.0,31.0,3.0,0.4761,0.5921,0.2047,94800,27.07
475,200,70.372685,0.351863,5.814181,9.633302,10.256816,0.937012,0.5868,-0.0032,0.5339,0.5364,-0.158,21.0,48.0,26.0,5.0,0.5067,0.5346,0.183,95000,27.05
476,200,64.179279,0.320896,5.814181,9.633302,10.256816,0.937012,0.5588,-0.0059,0.4517,0.4677,-0.157,21.5,49.0,25.5,4.0,0.5057,0.5378,0.1682,95200,28.44
477,200,63.856508,0.319283,5.814181,9.633302,10.256816,0.937012,0.5331,-0.0078,0.4987,0.4906,-0.159,20.5,42.5,32.5,4.5,0.4474,0.5676,0.0996,95400,27.82
478,200,56.663125,0.283316,5.814181,9.633302,10.256816,0.937012,0.4335,-0.0137,0.5104,0.5167,-0.149,25.5,39.5,28.0,7.0,0.4353,0.5721,0.0957,95600,28.5
479,200,64.493822,0.322469,5.814181,9.633302,10.256816,0.937012,0.552,-0.0059,0.4684,0.4817,-0.153,23.5,45.0,26.0,5.5,0.4767,0.5153,0.1519,95800,28.35
480,200,57.523131,0.287616,5.814181,9.633302,10.256816,0.937012,0.5502,-0.004,0.3222,0.352,-0.15,25.0,41.5,28.5,5.0,0.441,0.5457,0.0718,96000,27.33
481,200,59.745574,0.298728,5.814181,9.633302,10.256816,0.937012,0.4774,-0.0075,0.497,0.5068,-0.156,22.0,37.5,37.0,3.5,0.3938,0.5745,0.0197,96200,26.6
482,200,68.226149,0.341131,5.859881,11.903729,10.256816,0.930664,0.4832,-0.0103,0.6621,0.664,-0.153,23.5,45.0,29.0,2.5,0.4668,0.5349,0.0731,96400,56.16
483,200,64.059237,0.320296,5.859881,11.903729,10.256816,0.930664,0.452,-0.0071,0.6247,0.6197,-0.144,28.0,30.5,34.5,7.0,0.3459,0.5009,0.1243,96600,27.73
484,200,70.813897,0.354069,5.859881,11.903729,10.256816,0.930664,0.5728,-0.0054,0.5616,0.5796,-0.159,20.5,48.0,29.0,2.5,0.4895,0.5502,-0.0974,96800,27.16
485,200,61.901215,0.309506,5.859881,11.903729,10.256816,0.930664,0.5191,-0.0039,0.4589,0.4881,-0.148,26.0,35.0,35.5,3.5,0.3676,0.5655,0.1111,97000,29.1
486,200,61.382776,0.306914,5.859881,11.903729,10.256816,0.930664,0.4453,-0.0132,0.5927,0.583,-0.151,24.5,46.0,25.5,4.0,0.4775,0.5563,0.0388,97200,30.45
487,200,57.636984,0.288185,5.859881,11.903729,10.256816,0.930664,0.4708,-0.0106,0.4644,0.4816,-0.153,23.5,45.0,27.0,4.5,0.4744,0.5246,0.143,97400,30.66
488,200,62.516096,0.31258,5.859881,11.903729,10.256816,0.930664,0.4759,-0.0094,0.5529,0.5654,-0.149,25.5,37.5,32.0,5.0,0.3996,0.5491,0.086,97600,29.38
489,200,65.695838,0.328479,5.859881,11.903729,10.256816,0.930664,0.4871,-0.0092,0.6049,0.6053,-0.153,23.5,41.5,30.0,5.0,0.438,0.5621,0.1769,97800,30.68
490,200,62.472393,0.312362,5.859881,11.903729,10.256816,0.930664,0.4748,-0.0112,0.5571,0.5746,-0.158,21.0,45.5,28.0,5.5,0.4805,0.5893,0.093,98000,29.89
491,200,68.409653,0.342048,5.859881,11.903729,10.256816,0.930664,0.5334,-0.0094,0.5791,0.5988,-0.157,21.5,47.5,28.0,3.0,0.4845,0.5574,0.1529,98200,30.43
492,200,58.88935,0.294447,3.728242,11.296027,10.256816,0.932617,0.4875,-0.0082,0.4623,0.4727,-0.151,24.5,42.5,28.5,4.5,0.4395,0.5464,0.0254,98400,64.52
493,200,62.728093,0.31364,3.728242,11.296027,10.256816,0.932617,0.5112,-0.0074,0.492,0.5161,-0.144,28.0,40.5,26.5,5.0,0.4364,0.4793,0.0533,98600,30.45
494,200,58.565251,0.292826,3.728242,11.296027,10.256816,0.932617,0.447,-0.0116,0.5257,0.5287,-0.148,26.0,42.0,29.5,2.5,0.4249,0.5831,0.1903,98800,29.92
495,200,65.831314,0.329157,3.728242,11.296027,10.256816,0.932617,0.4544,-0.0115,0.6526,0.6719,-0.148,26.0,39.5,28.0,6.5,0.4264,0.5427,0.0337,99000,30.21
496,200,62.935332,0.314677,3.728242,11.296027,10.256816,0.932617,0.4605,-0.0099,0.5887,0.5914,-0.145,27.5,41.0,26.0,5.5,0.4368,0.509,0.1411,99200,29.46
497,200,61.576375,0.307882,3.728242,11.296027,10.256816,0.932617,0.4819,-0.0148,0.5341,0.5512,-0.164,18.0,48.0,27.5,6.5,0.506,0.5649,0.1755,99400,27.56
498,200,61.702253,0.308511,3.728242,11.296027,10.256816,0.932617,0.4492,-0.0106,0.584,0.5907,-0.152,24.0,40.5,31.0,4.5,0.4331,0.5608,0.0904,99600,26.66
499,200,64.085949,0.32043,3.728242,11.296027,10.256816,0.932617,0.4801,-0.012,0.5852,0.5951,-0.159,20.5,45.5,28.5,5.5,0.48,0.5531,0.08,99800,26.95
